"","Results.reception.time","MD5.hash.of.participant.s.IP.address","Controller.name","Order.number.of.item","Inner.element.number","Label","Latin.Square.Group","PennElementType","PennElementName","Parameter","Value","EventTime","Type","Correct","ReadingTime","Comments"
"53",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","PennController","4","_Trial_","Start","1719252702877","colored","true",832,"NULL"
"54",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719252702878","colored","true",832,"NULL"
"55",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719252703714","colored","true",832,"NULL"
"56",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","PennController","4","_Trial_","End","1719252704720","colored","true",832,"NULL"
"57",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","PennController","5","_Trial_","Start","1719252704722","normal","true",1492,"NULL"
"58",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719252704724","normal","true",1492,"NULL"
"59",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719252706219","normal","true",1492,"NULL"
"60",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","PennController","5","_Trial_","End","1719252707224","normal","true",1492,"NULL"
"61",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","PennController","6","_Trial_","Start","1719252707226","normal","true",817,"NULL"
"62",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719252707228","normal","true",817,"NULL"
"63",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719252708048","normal","true",817,"NULL"
"64",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","PennController","6","_Trial_","End","1719252709054","normal","true",817,"NULL"
"65",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719252709058","colored","true",1002,"NULL"
"66",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","PennController","7","_Trial_","Start","1719252709058","colored","true",1002,"NULL"
"67",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719252710061","colored","true",1002,"NULL"
"68",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","PennController","7","_Trial_","End","1719252711068","colored","true",1002,"NULL"
"69",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719252711072","colored","true",1414,"NULL"
"70",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","PennController","8","_Trial_","Start","1719252711072","colored","true",1414,"NULL"
"71",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719252712488","colored","true",1414,"NULL"
"72",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","PennController","8","_Trial_","End","1719252713491","colored","true",1414,"NULL"
"73",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","PennController","9","_Trial_","Start","1719252713493","normal","true",1287,"NULL"
"74",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719252713494","normal","true",1287,"NULL"
"75",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719252714784","normal","true",1287,"NULL"
"76",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","PennController","9","_Trial_","End","1719252715790","normal","true",1287,"NULL"
"77",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","PennController","10","_Trial_","Start","1719252715792","colored","true",1871,"NULL"
"78",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719252715794","colored","true",1871,"NULL"
"79",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719252717668","colored","true",1871,"NULL"
"80",1719252718,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","PennController","10","_Trial_","End","1719252718674","colored","true",1871,"NULL"
"81",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",0,0,"instructions","NULL","PennController","0","_Trial_","Start","1719255164181","NULL","",NA,""
"82",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",0,0,"instructions","NULL","PennController","0","_Trial_","End","1719255183240","NULL","",NA,""
"83",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",1,0,"practice-trial","NULL","PennController","1","_Trial_","Start","1719255183242","NULL","",NA,""
"84",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",1,0,"practice-trial","NULL","Scale","practiceAnswer","Choice","Left (F)","1719255185701","NULL","",NA,""
"85",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",1,0,"practice-trial","NULL","PennController","1","_Trial_","End","1719255186706","NULL","",NA,""
"86",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",2,0,"pre-experiment","NULL","PennController","2","_Trial_","Start","1719255186709","NULL","",NA,""
"87",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",2,0,"pre-experiment","NULL","PennController","2","_Trial_","End","1719255188169","NULL","",NA,""
"88",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",3,0,"trials","NULL","PennController","3","_Trial_","Start","1719255188170","normal","true",1617,"NULL"
"89",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",3,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719255188171","normal","true",1617,"NULL"
"90",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",3,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719255189789","normal","true",1617,"NULL"
"91",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",3,0,"trials","NULL","PennController","3","_Trial_","End","1719255190793","normal","true",1617,"NULL"
"92",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","PennController","4","_Trial_","Start","1719255190796","colored","true",1001,"NULL"
"93",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719255190797","colored","true",1001,"NULL"
"94",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719255191799","colored","true",1001,"NULL"
"95",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","PennController","4","_Trial_","End","1719255192805","colored","true",1001,"NULL"
"96",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","PennController","5","_Trial_","Start","1719255192808","normal","true",1697,"NULL"
"97",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719255192809","normal","true",1697,"NULL"
"98",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719255194511","normal","true",1697,"NULL"
"99",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","PennController","5","_Trial_","End","1719255195518","normal","true",1697,"NULL"
"100",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","PennController","6","_Trial_","Start","1719255195520","normal","true",950,"NULL"
"101",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719255195522","normal","true",950,"NULL"
"102",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719255196473","normal","true",950,"NULL"
"103",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","PennController","6","_Trial_","End","1719255197479","normal","true",950,"NULL"
"104",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","PennController","7","_Trial_","Start","1719255197482","colored","true",757,"NULL"
"105",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719255197483","colored","true",757,"NULL"
"106",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719255198243","colored","true",757,"NULL"
"107",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","PennController","7","_Trial_","End","1719255199246","colored","true",757,"NULL"
"108",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","PennController","8","_Trial_","Start","1719255199249","colored","true",1742,"NULL"
"109",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719255199250","colored","true",1742,"NULL"
"110",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719255200993","colored","true",1742,"NULL"
"111",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","PennController","8","_Trial_","End","1719255202001","colored","true",1742,"NULL"
"112",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","PennController","9","_Trial_","Start","1719255202003","normal","true",800,"NULL"
"113",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719255202004","normal","true",800,"NULL"
"114",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719255202806","normal","true",800,"NULL"
"115",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","PennController","9","_Trial_","End","1719255203811","normal","true",800,"NULL"
"116",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","PennController","10","_Trial_","Start","1719255203814","colored","true",1096,"NULL"
"117",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719255203815","colored","true",1096,"NULL"
"118",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719255204913","colored","true",1096,"NULL"
"119",1719255206,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","PennController","10","_Trial_","End","1719255205920","colored","true",1096,"NULL"
"120",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",0,0,"instructions","NULL","PennController","0","_Trial_","Start","1719255973437","NULL","",NA,""
"121",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",0,0,"instructions","NULL","PennController","0","_Trial_","End","1719255974707","NULL","",NA,""
"122",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",1,0,"practice-trial","NULL","PennController","1","_Trial_","Start","1719255974709","NULL","",NA,""
"123",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",1,0,"practice-trial","NULL","Scale","practiceAnswer","Choice","Left (F)","1719255976580","NULL","",NA,""
"124",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",1,0,"practice-trial","NULL","PennController","1","_Trial_","End","1719255977589","NULL","",NA,""
"125",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",2,0,"pre-experiment","NULL","PennController","2","_Trial_","Start","1719255977591","NULL","",NA,""
"126",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",2,0,"pre-experiment","NULL","PennController","2","_Trial_","End","1719255978758","NULL","",NA,""
"127",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",3,0,"trials","NULL","PennController","3","_Trial_","Start","1719255978761","normal","true",1204,"NULL"
"128",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",3,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719255978763","normal","true",1204,"NULL"
"129",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",3,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719255979968","normal","true",1204,"NULL"
"130",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",3,0,"trials","NULL","PennController","3","_Trial_","End","1719255980972","normal","true",1204,"NULL"
"131",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","PennController","4","_Trial_","Start","1719255980975","colored","true",1099,"NULL"
"132",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719255980977","colored","true",1099,"NULL"
"133",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719255982079","colored","true",1099,"NULL"
"134",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",4,0,"trials","NULL","PennController","4","_Trial_","End","1719255983084","colored","true",1099,"NULL"
"135",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","PennController","5","_Trial_","Start","1719255983085","normal","true",971,"NULL"
"136",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719255983086","normal","true",971,"NULL"
"137",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719255984057","normal","true",971,"NULL"
"138",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",5,0,"trials","NULL","PennController","5","_Trial_","End","1719255985064","normal","true",971,"NULL"
"139",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","PennController","6","_Trial_","Start","1719255985067","normal","true",926,"NULL"
"140",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719255985068","normal","true",926,"NULL"
"141",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719255985997","normal","true",926,"NULL"
"142",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",6,0,"trials","NULL","PennController","6","_Trial_","End","1719255987006","normal","true",926,"NULL"
"143",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","PennController","7","_Trial_","Start","1719255987008","colored","true",972,"NULL"
"144",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719255987009","colored","true",972,"NULL"
"145",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719255987983","colored","true",972,"NULL"
"146",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",7,0,"trials","NULL","PennController","7","_Trial_","End","1719255988989","colored","true",972,"NULL"
"147",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","PennController","8","_Trial_","Start","1719255988992","colored","true",1200,"NULL"
"148",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719255988993","colored","true",1200,"NULL"
"149",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719255990194","colored","true",1200,"NULL"
"150",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",8,0,"trials","NULL","PennController","8","_Trial_","End","1719255991201","colored","true",1200,"NULL"
"151",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","PennController","9","_Trial_","Start","1719255991204","normal","true",1469,"NULL"
"152",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719255991205","normal","true",1469,"NULL"
"153",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","Scale","answer","Choice","Right (J)","1719255992677","normal","true",1469,"NULL"
"154",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",9,0,"trials","NULL","PennController","9","_Trial_","End","1719255993681","normal","true",1469,"NULL"
"155",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","PennController","10","_Trial_","Start","1719255993684","colored","true",886,"NULL"
"156",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","Canvas","side-by-side","Print",NA,"1719255993685","colored","true",886,"NULL"
"157",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","Scale","answer","Choice","Left (F)","1719255994573","colored","true",886,"NULL"
"158",1719255995,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",10,0,"trials","NULL","PennController","10","_Trial_","End","1719255995577","colored","true",886,"NULL"
"159",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",0,0,"instructions","NULL","PennController","0","_Trial_","Start","1719256001661","NULL","",NA,""
"160",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",0,0,"instructions","NULL","PennController","0","_Trial_","End","1719256002689","NULL","",NA,""
"161",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",1,0,"practice-trial","NULL","PennController","1","_Trial_","Start","1719256002691","NULL","",NA,""
"162",1719256022,"1a1b3a36d901be7f0d8af758ff3d10fa","PennController",1,0,"practice-trial","NULL","Scale","practiceAnswer","Choice","Left (F)","1719256004234","NULL","",NA,""
